Order_ID,Order_Date,Product,Category,Sales,Quantity
ORD-02575,2024-08-21,Samsung S24,Camera,5552.31,4
ORD-02576,2023-03-15,Nikon Z6,Camera,1893.98,3
ORD-02577,2024-06-21,Sony WH-1000,Electronics,1677.14,3
ORD-02578,2023-12-08,iPhone 15,Accessories,3975.86,3
ORD-02579,2023-10-17,Samsung S24,Camera,2999.78,3
ORD-02580,2024-02-25,MacBook Pro,Accessories,322.8,3
ORD-02581,2024-03-01,Galaxy Tab,Camera,3253.48,2
ORD-02582,2023-05-27,Dell XPS 13,Accessories,4062.31,3
ORD-02583,2023-04-11,iPhone 15,Camera,741.71,3
ORD-02584,2023-12-21,iPhone 15,Camera,7553.63,5
ORD-02585,2024-08-02,Samsung S24,Accessories,253.53,2
ORD-02586,2023-10-12,Galaxy Tab,Electronics,778.34,1
ORD-02587,2023-08-17,Dell XPS 13,Camera,6505.57,5
ORD-02588,2023-07-26,Sony WH-1000,Camera,624.7,2
ORD-02589,2024-06-09,Sony WH-1000,Camera,2162.89,3
ORD-02590,2024-01-11,Nikon Z6,Accessories,5964.59,5
ORD-02591,2023-07-01,DJI Mini 4,Camera,3054.06,4
ORD-02592,2023-05-28,Sony WH-1000,Camera,2512.27,5
ORD-02593,2024-11-12,Sony WH-1000,Camera,916.59,1
ORD-02594,2024-12-26,iPhone 15,Camera,2934.45,4
ORD-02595,2023-03-15,Nikon Z6,Camera,902.27,2
ORD-02596,2024-02-28,DJI Mini 4,Camera,915.75,1
ORD-02597,2024-03-02,Samsung S24,Accessories,1200.65,5
ORD-02598,2024-03-02,iPad Air,Electronics,2648.46,4
ORD-02599,2024-03-02,Samsung S24,Electronics,839.35,1
ORD-02600,2023-06-06,iPad Air,Accessories,1879.29,1
ORD-02601,2024-06-01,Galaxy Tab,Electronics,1154.97,3
ORD-02602,2023-02-26,MacBook Pro,Accessories,7451.32,4
ORD-02603,2023-12-15,Nikon Z6,Accessories,5996.37,5
ORD-02604,2023-01-21,DJI Mini 4,Accessories,3607.74,4
ORD-02605,2023-06-24,Samsung S24,Camera,6092.88,4
ORD-02606,2024-09-05,Canon R5,Camera,4160.14,4
ORD-02607,2024-06-18,iPhone 15,Accessories,3398.26,5
ORD-02608,2024-12-29,Nikon Z6,Accessories,3176.16,5
ORD-02609,2023-08-14,Samsung S24,Electronics,1765.75,2
ORD-02610,2023-10-17,Galaxy Tab,Electronics,3051.44,2
ORD-02611,2023-01-26,DJI Mini 4,Camera,3142.61,3
ORD-02612,2023-04-03,iPad Air,Camera,6914.69,4
ORD-02613,2023-03-31,Samsung S24,Electronics,3522.2,4
ORD-02614,2023-03-08,MacBook Pro,Electronics,4107.94,5
ORD-02615,2024-04-18,Galaxy Tab,Camera,1729.94,3
ORD-02616,2024-05-13,Galaxy Tab,Accessories,1119.36,1
ORD-02617,2023-03-29,Dell XPS 13,Accessories,7221.8,4
ORD-02618,2023-02-09,Nikon Z6,Accessories,1607.42,2
ORD-02619,2024-11-20,iPad Air,Accessories,678.62,2
ORD-02620,2023-05-28,iPad Air,Accessories,1766.35,2
ORD-02621,2024-01-19,Canon R5,Accessories,4305.88,5
ORD-02622,2023-05-26,Canon R5,Accessories,859.88,2
ORD-02623,2023-10-02,iPad Air,Electronics,1360.69,1
ORD-02624,2023-10-02,iPad Air,Camera,4791.97,5
ORD-02625,2023-04-03,DJI Mini 4,Accessories,307.97,1
ORD-02626,2023-04-15,Dell XPS 13,Camera,2918.86,2
ORD-02627,2023-05-11,Samsung S24,Camera,861.82,2
ORD-02628,2023-03-12,Galaxy Tab,Accessories,5691.22,4
ORD-02629,2023-04-24,Canon R5,Electronics,2308.98,2
ORD-02630,2023-08-15,iPhone 15,Accessories,3894.59,2
ORD-02631,2023-07-17,Dell XPS 13,Camera,7134.96,4
ORD-02632,2023-10-10,iPhone 15,Accessories,4651.75,3
ORD-02633,2024-11-09,DJI Mini 4,Electronics,3953.5,3
ORD-02634,2023-08-09,Samsung S24,Electronics,2994.9,2
ORD-02635,2023-07-22,Nikon Z6,Accessories,2333.66,3
ORD-02636,2024-05-20,iPad Air,Camera,1042.38,2
ORD-02637,2023-01-22,Canon R5,Accessories,1825.53,1
ORD-02638,2024-04-29,Canon R5,Accessories,834.1,1
ORD-02639,2024-02-17,iPhone 15,Camera,2113.19,3
ORD-02640,2024-05-01,Sony WH-1000,Accessories,7395.12,4
ORD-02641,2023-10-18,iPad Air,Camera,6770.39,5
ORD-02642,2023-09-20,DJI Mini 4,Electronics,4071.63,4
ORD-02643,2023-10-28,MacBook Pro,Electronics,161.96,1
ORD-02644,2023-10-05,Dell XPS 13,Accessories,1650.78,1
ORD-02645,2024-07-11,iPhone 15,Accessories,788.93,3
ORD-02646,2023-05-05,iPhone 15,Electronics,1891.74,4
ORD-02647,2023-09-17,Nikon Z6,Camera,2144.06,5
ORD-02648,2023-01-01,Canon R5,Camera,3224.23,3
ORD-02649,2023-10-21,Galaxy Tab,Accessories,863.49,1
ORD-02650,2023-10-07,Dell XPS 13,Electronics,3450.68,3
ORD-02651,2024-06-15,Dell XPS 13,Accessories,2487.15,3
ORD-02652,2023-02-03,Samsung S24,Electronics,8321.89,5
ORD-02653,2023-08-24,DJI Mini 4,Camera,6832.99,5
ORD-02654,2023-11-26,DJI Mini 4,Electronics,1379.12,1
ORD-02655,2024-10-01,iPad Air,Accessories,4910.87,5
ORD-02656,2024-01-22,Galaxy Tab,Accessories,573.65,2
ORD-02657,2023-08-30,Canon R5,Accessories,6049.98,4
ORD-02658,2023-11-22,Sony WH-1000,Camera,5804.4,4
ORD-02659,2023-12-22,MacBook Pro,Accessories,6934.05,5
ORD-02660,2023-07-28,Sony WH-1000,Camera,2339.97,2
ORD-02661,2023-01-10,Nikon Z6,Electronics,712.89,2
ORD-02662,2024-05-11,Galaxy Tab,Camera,1214.32,4
ORD-02663,2023-05-04,Canon R5,Camera,2800.62,2
ORD-02664,2024-10-02,DJI Mini 4,Accessories,3671.53,2
ORD-02665,2024-11-17,Canon R5,Accessories,4943.24,3
ORD-02666,2024-01-08,Sony WH-1000,Camera,2781.62,3
ORD-02667,2023-09-30,Samsung S24,Accessories,2597.17,2
ORD-02668,2024-05-05,Dell XPS 13,Electronics,1251.41,5
ORD-02669,2023-12-04,Sony WH-1000,Accessories,594.72,1
ORD-02670,2023-09-19,Canon R5,Camera,5256.92,3
ORD-02671,2024-10-01,Galaxy Tab,Camera,1000.26,1
ORD-02672,2023-12-21,Sony WH-1000,Electronics,5131.09,4
ORD-02673,2024-01-04,Samsung S24,Electronics,6652.95,5
ORD-02674,2023-06-08,DJI Mini 4,Accessories,873.41,2
ORD-02675,2024-10-04,DJI Mini 4,Electronics,3626.42,2
ORD-02676,2024-08-31,iPad Air,Electronics,3680.68,3
ORD-02677,2024-09-28,iPhone 15,Accessories,7250.6,5
ORD-02678,2023-06-23,iPad Air,Accessories,1484.4,1
ORD-02679,2023-04-27,Dell XPS 13,Camera,7660.85,4
ORD-02680,2024-03-15,Sony WH-1000,Camera,1240.2,1
ORD-02681,2023-05-17,Sony WH-1000,Electronics,7445.22,4
ORD-02682,2023-10-20,iPad Air,Accessories,3271.16,2
ORD-02683,2023-12-06,Samsung S24,Accessories,732.47,1
ORD-02684,2023-08-22,MacBook Pro,Camera,2364.82,2
ORD-02685,2024-10-05,Dell XPS 13,Camera,1812.53,1
ORD-02686,2024-08-21,Galaxy Tab,Camera,5115.79,3
ORD-02687,2024-12-19,Nikon Z6,Electronics,669.17,2
ORD-02688,2023-10-27,Samsung S24,Accessories,2633.87,3
ORD-02689,2024-07-14,iPhone 15,Camera,500.26,1
ORD-02690,2023-10-02,Dell XPS 13,Camera,3419.09,3
ORD-02691,2023-04-28,Galaxy Tab,Electronics,770.38,4
ORD-02692,2023-02-28,MacBook Pro,Electronics,3415.49,2
ORD-02693,2023-02-24,iPhone 15,Accessories,1944.9,1
ORD-02694,2024-04-22,Canon R5,Accessories,892.94,4
ORD-02695,2023-03-05,Nikon Z6,Camera,1239.1,1
ORD-02696,2024-02-03,iPhone 15,Electronics,4603.3,5
ORD-02697,2023-01-02,DJI Mini 4,Accessories,5383.08,5
ORD-02698,2024-06-15,MacBook Pro,Electronics,4010.33,5
ORD-02699,2023-11-22,MacBook Pro,Accessories,5478.17,4
ORD-02700,2023-07-29,MacBook Pro,Electronics,9905.98,5
ORD-02701,2024-10-20,iPhone 15,Electronics,6741.2,5
ORD-02702,2023-12-18,DJI Mini 4,Electronics,3296.43,4
ORD-02703,2023-12-31,Nikon Z6,Electronics,3785.53,3
ORD-02704,2024-04-28,Dell XPS 13,Electronics,5173.64,4
ORD-02705,2024-09-20,Dell XPS 13,Accessories,2761.98,2
ORD-02706,2023-01-01,iPhone 15,Electronics,7361.75,4
ORD-02707,2023-02-01,Nikon Z6,Camera,8120.87,5
ORD-02708,2024-08-28,Galaxy Tab,Electronics,429.65,1
ORD-02709,2023-07-22,Canon R5,Camera,5906.43,5
ORD-02710,2023-01-15,iPad Air,Accessories,9269.54,5
ORD-02711,2023-10-12,iPad Air,Accessories,1539.78,1
ORD-02712,2024-09-22,iPad Air,Electronics,4017.35,3
ORD-02713,2024-03-21,MacBook Pro,Camera,806.61,1
ORD-02714,2024-10-25,Galaxy Tab,Electronics,3686.97,2
ORD-02715,2024-03-31,Sony WH-1000,Camera,7370.73,5
ORD-02716,2024-03-11,Nikon Z6,Electronics,1592.73,3
ORD-02717,2024-09-20,DJI Mini 4,Camera,1602.15,1
ORD-02718,2023-11-18,DJI Mini 4,Electronics,4532.92,5
ORD-02719,2023-09-12,DJI Mini 4,Accessories,785.02,1
ORD-02720,2023-10-12,Samsung S24,Electronics,5992.2,5
ORD-02721,2023-08-22,DJI Mini 4,Accessories,2410.8,4
ORD-02722,2023-07-15,Samsung S24,Camera,4897.03,4
ORD-02723,2023-12-29,Galaxy Tab,Electronics,4307.93,3
ORD-02724,2024-05-16,MacBook Pro,Camera,2735.55,2
ORD-02725,2023-10-05,iPad Air,Camera,2578.14,2
ORD-02726,2023-11-12,iPhone 15,Accessories,1740.41,4
ORD-02727,2023-10-09,Sony WH-1000,Camera,1191.89,3
ORD-02728,2023-09-01,Galaxy Tab,Accessories,340.29,2
ORD-02729,2023-12-19,iPhone 15,Camera,5467.94,3
ORD-02730,2024-02-23,Galaxy Tab,Camera,7835.08,5
ORD-02731,2024-05-28,Dell XPS 13,Accessories,1306.25,1
ORD-02732,2023-01-12,DJI Mini 4,Accessories,6769.67,4
ORD-02733,2024-01-18,Galaxy Tab,Accessories,2462.32,2
ORD-02734,2023-08-07,iPad Air,Camera,1120.89,2
ORD-02735,2023-12-08,DJI Mini 4,Accessories,5480.89,3
ORD-02736,2023-12-19,Canon R5,Electronics,1264.02,2
ORD-02737,2023-09-12,DJI Mini 4,Accessories,1527.11,2
ORD-02738,2024-08-09,Canon R5,Camera,1377.58,3
ORD-02739,2023-08-20,DJI Mini 4,Electronics,968.0,1
ORD-02740,2023-01-11,iPad Air,Camera,723.6,3
ORD-02741,2023-10-30,Dell XPS 13,Accessories,2054.15,2
ORD-02742,2024-12-17,Dell XPS 13,Electronics,974.76,1
ORD-02743,2023-07-24,Samsung S24,Electronics,1761.05,1
ORD-02744,2024-02-05,Samsung S24,Accessories,806.5,3
ORD-02745,2023-06-12,Nikon Z6,Electronics,4245.17,3
ORD-02746,2024-07-18,Samsung S24,Electronics,6700.8,4
ORD-02747,2024-05-14,Sony WH-1000,Electronics,1062.71,4
ORD-02748,2023-12-02,iPad Air,Electronics,429.62,1
ORD-02749,2023-06-02,Sony WH-1000,Accessories,2843.47,4
ORD-02750,2023-09-01,Dell XPS 13,Electronics,3472.5,5
ORD-02751,2024-04-09,Sony WH-1000,Camera,2520.24,3
ORD-02752,2024-10-08,DJI Mini 4,Camera,889.97,2
ORD-02753,2024-05-13,iPhone 15,Camera,1525.15,2
ORD-02754,2024-06-25,Galaxy Tab,Camera,2872.51,2
ORD-02755,2024-07-16,Nikon Z6,Accessories,1680.23,1
ORD-02756,2023-04-27,iPhone 15,Camera,9905.84,5
ORD-02757,2023-12-10,Dell XPS 13,Electronics,1880.86,5
ORD-02758,2023-09-21,Galaxy Tab,Camera,5811.86,3
ORD-02759,2024-08-12,Canon R5,Camera,1875.92,1
ORD-02760,2024-04-18,Dell XPS 13,Camera,5449.85,3
ORD-02761,2024-10-19,DJI Mini 4,Accessories,1581.14,1
ORD-02762,2024-12-24,DJI Mini 4,Electronics,3741.35,2
ORD-02763,2024-07-16,iPhone 15,Camera,1694.4,2
ORD-02764,2024-04-30,Galaxy Tab,Camera,1120.82,1
ORD-02765,2023-12-29,Galaxy Tab,Accessories,1603.74,1
ORD-02766,2024-07-27,Dell XPS 13,Electronics,151.23,1
ORD-02767,2023-01-19,iPhone 15,Electronics,500.55,1
ORD-02768,2023-12-22,DJI Mini 4,Accessories,9743.73,5
ORD-02769,2024-04-06,Sony WH-1000,Electronics,3491.14,2
ORD-02770,2024-05-21,Dell XPS 13,Electronics,2593.96,5
ORD-02771,2023-02-13,DJI Mini 4,Camera,1537.1,5
ORD-02772,2023-03-10,Samsung S24,Electronics,6465.78,5
ORD-02773,2023-09-25,Sony WH-1000,Electronics,2797.99,2
ORD-02774,2024-12-24,iPhone 15,Electronics,1947.7,3
ORD-02775,2023-02-02,Samsung S24,Electronics,5033.82,5
ORD-02776,2023-06-27,iPhone 15,Accessories,6728.89,4
ORD-02777,2024-03-08,Galaxy Tab,Accessories,3880.68,4
ORD-02778,2024-02-15,iPad Air,Electronics,4341.98,3
ORD-02779,2024-01-07,Canon R5,Electronics,1213.12,1
ORD-02780,2024-08-24,Sony WH-1000,Accessories,5489.15,3
ORD-02781,2024-05-27,Nikon Z6,Electronics,3746.79,3
ORD-02782,2024-03-06,DJI Mini 4,Electronics,478.28,3
ORD-02783,2024-12-28,Sony WH-1000,Camera,3134.35,2
ORD-02784,2024-11-25,Samsung S24,Accessories,1374.83,1
ORD-02785,2024-10-01,Dell XPS 13,Camera,4120.96,3
ORD-02786,2023-07-02,Sony WH-1000,Electronics,3543.76,5
ORD-02787,2023-03-22,iPad Air,Electronics,8387.01,5
ORD-02788,2023-04-12,iPad Air,Electronics,7071.26,4
ORD-02789,2023-10-23,Samsung S24,Accessories,2997.24,4
ORD-02790,2023-10-19,Galaxy Tab,Camera,2929.56,3
ORD-02791,2024-08-09,MacBook Pro,Electronics,2842.1,5
ORD-02792,2023-09-30,Canon R5,Electronics,145.47,1
ORD-02793,2024-05-03,Dell XPS 13,Camera,1952.11,1
ORD-02794,2024-04-29,Sony WH-1000,Accessories,9929.12,5
ORD-02795,2024-07-27,Nikon Z6,Electronics,1843.06,1
ORD-02796,2024-10-30,Canon R5,Camera,2302.07,2
ORD-02797,2023-10-09,DJI Mini 4,Accessories,8906.51,5
ORD-02798,2024-10-10,DJI Mini 4,Electronics,2251.49,2
ORD-02799,2023-10-16,Sony WH-1000,Camera,5863.85,3
ORD-02800,2023-05-26,iPad Air,Camera,1002.44,1
ORD-02801,2023-05-23,Samsung S24,Camera,922.02,3
ORD-02802,2024-07-20,Samsung S24,Electronics,418.41,2
ORD-02803,2024-03-04,Samsung S24,Electronics,1232.04,1
ORD-02804,2024-08-12,iPad Air,Electronics,353.26,3
ORD-02805,2024-12-24,Dell XPS 13,Accessories,4862.74,3
ORD-02806,2024-09-08,iPhone 15,Electronics,5812.19,3
ORD-02807,2023-01-24,Nikon Z6,Camera,3632.3,2
ORD-02808,2024-09-02,iPad Air,Electronics,1279.04,5
ORD-02809,2023-01-12,iPhone 15,Electronics,4223.06,3
ORD-02810,2024-05-05,Galaxy Tab,Accessories,3903.98,4
ORD-02811,2024-10-28,Samsung S24,Electronics,1690.98,1
ORD-02812,2023-07-15,Canon R5,Camera,3086.38,4
ORD-02813,2024-11-04,DJI Mini 4,Electronics,4516.73,3
ORD-02814,2023-04-27,Sony WH-1000,Accessories,697.73,1
ORD-02815,2023-12-12,Samsung S24,Camera,3622.26,2
ORD-02816,2023-11-26,Galaxy Tab,Electronics,1427.58,1
ORD-02817,2023-06-18,Galaxy Tab,Camera,1465.37,1
ORD-02818,2024-08-17,iPhone 15,Electronics,1816.55,1
ORD-02819,2024-10-29,Galaxy Tab,Camera,5673.95,5
ORD-02820,2023-11-29,Dell XPS 13,Accessories,221.67,1
ORD-02821,2023-01-31,Dell XPS 13,Accessories,5918.44,4
ORD-02822,2023-11-08,Sony WH-1000,Camera,1408.5,4
ORD-02823,2024-11-26,Sony WH-1000,Camera,2313.03,4
ORD-02824,2024-08-29,Samsung S24,Camera,4316.84,4
ORD-02825,2024-05-23,Sony WH-1000,Electronics,5884.29,3
ORD-02826,2024-05-16,Sony WH-1000,Accessories,1647.7,1
ORD-02827,2023-05-06,Samsung S24,Accessories,3485.74,5
ORD-02828,2023-01-30,iPad Air,Accessories,916.45,2
ORD-02829,2023-11-09,MacBook Pro,Electronics,8327.72,5
ORD-02830,2024-07-23,Sony WH-1000,Accessories,5938.55,3
ORD-02831,2024-11-01,MacBook Pro,Camera,1343.39,3
ORD-02832,2023-04-01,iPad Air,Electronics,1782.88,1
ORD-02833,2023-06-07,iPad Air,Accessories,487.11,1
ORD-02834,2023-07-25,MacBook Pro,Accessories,4845.66,3
ORD-02835,2023-04-28,Dell XPS 13,Accessories,4990.21,3
ORD-02836,2024-06-10,Sony WH-1000,Electronics,798.17,1
ORD-02837,2023-10-27,Sony WH-1000,Electronics,2613.08,2
ORD-02838,2023-02-04,Nikon Z6,Camera,3880.9,5
ORD-02839,2023-10-29,Nikon Z6,Camera,1771.26,3
ORD-02840,2023-12-05,DJI Mini 4,Camera,4846.54,3
ORD-02841,2023-01-15,Sony WH-1000,Camera,707.95,1
ORD-02842,2023-02-09,iPhone 15,Camera,1526.24,2
ORD-02843,2023-06-19,Canon R5,Camera,5390.84,5
ORD-02844,2023-04-19,iPad Air,Accessories,776.01,1
ORD-02845,2023-03-17,Nikon Z6,Electronics,637.28,1
ORD-02846,2023-07-18,iPad Air,Accessories,3355.77,2
ORD-02847,2023-04-18,Dell XPS 13,Camera,2623.41,2
ORD-02848,2023-02-04,Samsung S24,Camera,1214.77,3
ORD-02849,2023-07-21,Nikon Z6,Accessories,3850.29,5
ORD-02850,2023-07-07,MacBook Pro,Camera,7585.22,4
ORD-02851,2023-05-31,Sony WH-1000,Accessories,1634.8,1
ORD-02852,2023-03-06,Galaxy Tab,Camera,3450.63,3
ORD-02853,2023-05-24,Samsung S24,Electronics,5196.52,3
ORD-02854,2024-03-20,Canon R5,Accessories,7903.04,4
ORD-02855,2024-02-13,Galaxy Tab,Camera,1871.46,5
ORD-02856,2024-12-16,MacBook Pro,Accessories,1928.17,1
ORD-02857,2023-10-03,iPhone 15,Accessories,7838.19,5
ORD-02858,2023-08-08,MacBook Pro,Accessories,3374.91,3
ORD-02859,2024-12-18,iPad Air,Accessories,5933.18,4
ORD-02860,2023-06-13,Sony WH-1000,Electronics,6312.35,5
ORD-02861,2023-11-28,iPad Air,Electronics,1635.62,2
ORD-02862,2024-03-16,Dell XPS 13,Electronics,5233.85,3
ORD-02863,2023-07-20,DJI Mini 4,Camera,367.98,2
ORD-02864,2023-11-03,iPhone 15,Accessories,3220.5,3
ORD-02865,2024-10-22,iPhone 15,Accessories,4402.5,5
ORD-02866,2023-06-06,Samsung S24,Electronics,1876.12,5
ORD-02867,2024-07-20,Canon R5,Electronics,5442.15,3
ORD-02868,2023-09-17,Dell XPS 13,Accessories,359.05,1
ORD-02869,2024-08-23,Dell XPS 13,Camera,482.29,1
ORD-02870,2024-02-28,Galaxy Tab,Camera,210.47,1
ORD-02871,2023-03-20,DJI Mini 4,Camera,3092.8,2
ORD-02872,2024-01-07,Samsung S24,Accessories,2694.18,3
ORD-02873,2023-03-20,iPhone 15,Accessories,1746.23,3
ORD-02874,2023-12-11,Galaxy Tab,Electronics,1502.47,1
ORD-02875,2024-06-06,Sony WH-1000,Camera,1906.06,2
ORD-02876,2023-11-06,Dell XPS 13,Accessories,1050.74,2
ORD-02877,2023-08-09,Canon R5,Electronics,2547.79,2
ORD-02878,2023-01-05,Samsung S24,Accessories,4936.99,3
ORD-02879,2023-02-02,Canon R5,Accessories,5972.22,3
ORD-02880,2024-11-14,DJI Mini 4,Accessories,155.53,1
ORD-02881,2023-01-06,Samsung S24,Accessories,5979.74,4
ORD-02882,2023-11-29,Canon R5,Accessories,5796.09,3
ORD-02883,2023-03-23,Canon R5,Accessories,903.18,1
ORD-02884,2023-10-27,Dell XPS 13,Electronics,2537.47,2
ORD-02885,2023-01-22,Nikon Z6,Accessories,525.19,1
ORD-02886,2023-01-14,iPhone 15,Camera,937.06,3
ORD-02887,2023-07-20,iPad Air,Camera,2918.52,3
ORD-02888,2023-06-22,Samsung S24,Camera,1758.57,1
ORD-02889,2024-06-10,Samsung S24,Electronics,8099.19,5
ORD-02890,2023-08-14,MacBook Pro,Electronics,3104.42,2
ORD-02891,2024-12-05,Dell XPS 13,Camera,3619.0,3
ORD-02892,2023-02-23,Samsung S24,Accessories,601.19,4
ORD-02893,2024-09-13,iPad Air,Camera,5590.64,5
ORD-02894,2023-10-29,Samsung S24,Accessories,676.61,1
ORD-02895,2023-06-04,Sony WH-1000,Accessories,1584.95,1
ORD-02896,2024-10-29,DJI Mini 4,Camera,705.37,1
ORD-02897,2024-01-31,Nikon Z6,Accessories,5374.86,4
ORD-02898,2024-11-17,iPad Air,Accessories,2141.24,2
ORD-02899,2023-10-28,iPhone 15,Accessories,711.52,1
ORD-02900,2024-07-20,Galaxy Tab,Electronics,1584.55,1
ORD-02901,2023-10-30,iPad Air,Accessories,1066.91,3
ORD-02902,2024-07-25,MacBook Pro,Accessories,2911.13,2
ORD-02903,2024-12-10,Galaxy Tab,Camera,1467.79,1
ORD-02904,2023-03-16,iPad Air,Electronics,2207.67,3
ORD-02905,2024-01-20,Galaxy Tab,Electronics,1109.13,4
ORD-02906,2024-07-22,MacBook Pro,Accessories,3511.63,2
ORD-02907,2024-02-27,Nikon Z6,Camera,726.41,4
ORD-02908,2023-11-26,Samsung S24,Electronics,1222.65,1
ORD-02909,2024-09-04,Galaxy Tab,Electronics,6149.9,4
ORD-02910,2024-08-27,DJI Mini 4,Camera,2708.77,4
ORD-02911,2023-04-26,MacBook Pro,Camera,1568.67,4
ORD-02912,2023-12-24,Sony WH-1000,Camera,4348.24,4
ORD-02913,2024-09-28,DJI Mini 4,Electronics,5739.54,4
ORD-02914,2024-04-18,Canon R5,Electronics,2636.86,3
ORD-02915,2023-03-06,DJI Mini 4,Electronics,492.57,1
ORD-02916,2023-01-29,Canon R5,Camera,544.21,1
ORD-02917,2023-01-19,Nikon Z6,Accessories,668.86,1
ORD-02918,2023-06-02,Dell XPS 13,Camera,1839.13,3
ORD-02919,2023-12-01,DJI Mini 4,Electronics,1577.38,1
ORD-02920,2023-11-15,Dell XPS 13,Accessories,665.09,1
ORD-02921,2023-02-19,Galaxy Tab,Camera,2432.55,3
ORD-02922,2023-01-21,iPad Air,Camera,3336.37,2
ORD-02923,2023-04-16,iPhone 15,Camera,3126.13,3
ORD-02924,2024-08-03,MacBook Pro,Electronics,7641.51,5
ORD-02925,2023-10-21,DJI Mini 4,Electronics,5182.67,5
ORD-02926,2024-10-21,Canon R5,Accessories,3016.35,4
ORD-02927,2023-06-16,iPhone 15,Electronics,1571.32,4
ORD-02928,2023-03-03,MacBook Pro,Accessories,1410.13,1
ORD-02929,2023-01-05,DJI Mini 4,Electronics,1316.0,1
ORD-02930,2024-11-01,iPad Air,Electronics,457.03,1
ORD-02931,2023-04-06,Galaxy Tab,Camera,2856.89,4
ORD-02932,2024-08-26,Canon R5,Camera,894.06,1
ORD-02933,2023-07-11,MacBook Pro,Accessories,703.5,1
ORD-02934,2023-07-19,Dell XPS 13,Camera,3612.18,3
ORD-02935,2023-07-18,Galaxy Tab,Camera,3461.19,4
ORD-02936,2023-04-19,Canon R5,Accessories,453.83,1
ORD-02937,2024-08-29,Samsung S24,Electronics,1302.96,5
ORD-02938,2023-01-30,iPhone 15,Camera,2961.66,2
ORD-02939,2023-01-24,iPhone 15,Camera,5393.78,3
ORD-02940,2024-02-22,iPhone 15,Electronics,3387.53,2
ORD-02941,2023-07-31,Nikon Z6,Accessories,4232.99,3
ORD-02942,2023-01-02,MacBook Pro,Accessories,2647.97,4
ORD-02943,2023-02-13,iPad Air,Camera,5687.5,4
ORD-02944,2023-11-01,MacBook Pro,Electronics,1895.5,3
ORD-02945,2023-06-04,Sony WH-1000,Accessories,4893.07,4
ORD-02946,2024-05-06,DJI Mini 4,Camera,7353.22,5
ORD-02947,2023-12-10,Nikon Z6,Electronics,2384.19,4
ORD-02948,2024-07-04,Sony WH-1000,Electronics,1637.34,2
ORD-02949,2023-03-31,iPhone 15,Camera,1523.33,1
ORD-02950,2023-02-15,DJI Mini 4,Camera,1311.76,1
ORD-02951,2024-11-28,iPad Air,Accessories,6493.41,5
ORD-02952,2023-05-25,iPhone 15,Electronics,1935.83,1
ORD-02953,2024-05-06,Samsung S24,Accessories,108.4,1
ORD-02954,2023-11-20,MacBook Pro,Accessories,6178.41,5
ORD-02955,2023-08-23,iPad Air,Camera,5438.12,5
ORD-02956,2023-04-06,Samsung S24,Electronics,6500.4,5
ORD-02957,2024-07-23,Dell XPS 13,Camera,210.57,1
ORD-02958,2024-09-27,Nikon Z6,Electronics,1360.77,4
ORD-02959,2024-04-19,iPad Air,Electronics,1079.61,1
ORD-02960,2023-02-17,iPhone 15,Camera,6320.05,5
ORD-02961,2023-04-17,Samsung S24,Accessories,1065.53,1
ORD-02962,2023-11-24,Dell XPS 13,Camera,7999.67,4
ORD-02963,2023-08-08,iPhone 15,Camera,1042.71,1
ORD-02964,2024-12-28,Canon R5,Accessories,1902.41,3
ORD-02965,2024-06-19,Nikon Z6,Electronics,1095.82,1
ORD-02966,2023-08-05,Sony WH-1000,Accessories,1060.76,2
ORD-02967,2023-01-06,DJI Mini 4,Accessories,3736.64,3
ORD-02968,2024-09-16,Sony WH-1000,Electronics,7597.58,5
ORD-02969,2023-03-08,Nikon Z6,Electronics,466.53,3
ORD-02970,2024-10-15,Nikon Z6,Electronics,3227.94,2
ORD-02971,2023-10-23,Galaxy Tab,Camera,6690.42,5
ORD-02972,2023-11-20,iPad Air,Camera,6878.62,5
ORD-02973,2024-07-06,MacBook Pro,Electronics,6474.37,4
ORD-02974,2024-01-07,Samsung S24,Camera,192.07,1
ORD-02975,2023-06-19,Galaxy Tab,Accessories,7944.04,5
ORD-02976,2023-07-10,MacBook Pro,Camera,3632.77,4
ORD-02977,2023-12-05,Samsung S24,Electronics,636.08,1
ORD-02978,2024-11-11,DJI Mini 4,Camera,6170.86,4
ORD-02979,2024-02-15,Galaxy Tab,Electronics,5126.67,4
ORD-02980,2024-07-07,iPad Air,Accessories,3996.65,5
ORD-02981,2023-09-08,DJI Mini 4,Accessories,3603.78,2
ORD-02982,2024-12-20,iPad Air,Camera,2380.96,2
ORD-02983,2023-12-07,iPad Air,Camera,236.74,1
ORD-02984,2023-11-10,Sony WH-1000,Accessories,1697.74,1
ORD-02985,2023-06-22,Canon R5,Camera,1605.19,1
ORD-02986,2023-12-13,Sony WH-1000,Camera,6413.64,4
ORD-02987,2024-04-10,DJI Mini 4,Camera,1199.54,2
ORD-02988,2023-10-31,Galaxy Tab,Camera,1632.08,1
ORD-02989,2024-08-07,iPhone 15,Camera,9183.53,5
ORD-02990,2023-07-21,iPhone 15,Accessories,1104.6,5
ORD-02991,2024-12-29,DJI Mini 4,Electronics,943.84,1
ORD-02992,2023-08-19,Canon R5,Electronics,371.41,3
ORD-02993,2023-08-29,iPhone 15,Accessories,1952.46,1
ORD-02994,2023-07-21,iPad Air,Accessories,7228.04,5
